"id_doorvaart";"dag";"maand";"jaar";"volgnummer";"schipper_voornamen";"schipper_patroniem";"schipper_tussenvoegsel";"schipper_achternaam";"schipper_plaatsnaam";"soort_korting";"korting_muntsoort1";"korting_bedrag1";"korting_muntsoort2";"korting_bedrag2";"korting_muntsoort3";"korting_bedrag3";"subtotaal1_muntsoort1";"subtotaal1_bedrag1";"subtotaal1_muntsoort2";"subtotaal1_bedrag2";"subtotaal1_muntsoort3";"subtotaal1_bedrag3";"subtotaal2_muntsoort1";"subtotaal2_bedrag1";"subtotaal2_muntsoort2";"subtotaal2_bedrag2";"subtotaal2_muntsoort3";"subtotaal2_bedrag3";"totaal_muntsoort1";"totaal_bedrag1";"totaal_muntsoort2";"totaal_bedrag2";"totaal_muntsoort3";"totaal_bedrag3";"totaal_muntsoort4";"totaal_bedrag4";"totaal_muntsoort5";"totaal_bedrag5";"privilege";"opmerking_bron";"opmerking_invoerder";"naam_invoerder";"datum_opgevoerd";"dirnummer";"tonnage";"belasting_korting";"hulp";"hulp1";"hulp2"
"434137";"19";"5";"1750";"93";"Dirck";"";"";"Back";"Buyslott";"Afgaar til skipper";"Daler";"3";"Skilling";"2";"";"";"";"";"";"";"";"";"Daler";"74";"Skilling";"36";"";"";"Daler";"78 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-4-2010 10:17:19";"223";"";"";"";"";""
"434383";"3";"7";"1752";"272";"Daue";"";"";"Egberts";"Ameland";"Gotgiøres skipper";"Daler";"6 1/2";"";"";"";"";"Daler";"165";"Skilling";"6";"";"";"Daler";"158 1/2";"Skilling";"6";"";"";"Daler";"162 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"14-04-10";"225";"";"";"";"";" "
"434482";"8";"4";"1752";"47";"Ide";"";"";"Poppes";"Kønigsberg";"Gotgiøres skipper";"Daler";"2 1/2";"Skilling";"10";"";"";"Daler";"69 1/2";"Skilling";"22";"";"";"Daler";"67";"Skilling";"12";"";"";"Rosenobel";"1";"Daler";"71 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"14-04-10";"224";"";"";"";"";" "
"434875";"6";"6";"1750";"110";"Jan";"";"";"Jacobs";"Ameland";"Gotgiøres skipper";"Daler";"3";"Skilling";"11";"";"";"Daler";"86";"Skilling";"35";"";"";"Daler";"83";"Skilling";"24";"";"";"Daler";"87 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"14-4-2010 12:23:42";"223";"";"";"";"";""
"435127";"13";"8";"1758";"126";"Christian";"";"";"Hopner";"Dantzig";"Afgaar til skipper";"Daler";"3";"Skilling";"27";"";"";"Daler";"90";"Skilling";"27";"";"";"Daler";"87";"";"";"";"";"Rosenobel";"1";"Daler";"91 1/2";"";"";"";"";"";"";"";"";"";"";"14-4-2010 13:34:14";"230";"";"";"";"";""
"435675";"29";"8";"1751";"392";"Tietje Holle";"";"";"Hantje";"Workum";"Gotgiøres skipper";"Daler";"3 1/2";"Skilling";"5";"";"";"Daler";"93";"Skilling";"11";"";"";"Daler";"89 1/2";"Skilling";"6";"";"";"Daler";"93 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"14-04-10";"224";"";"";"";"";" "
"436341";"8";"5";"1751";"58";"Gabe";"";"";"Gerbrands";"Mackum";"Gotgiøres skipper";"Daler";"4 1/2";"Skilling";"18";"";"";"Daler";"124";"Skilling";"12";"";"";"Daler";"119";"Skilling";"18";"";"";"Daler";"123";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"15-4-2010 8:43:46";"223";"";"";"";"";""
"437006";"29";"10";"1754";"221";"Petter";"";"";"Kramp";"Dantzig";"Gotgiøres skipper";"Daler";"3";"Skilling";"8";"";"";"Daler";"84";"Skilling";"26";"";"";"Daler";"81";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15-04-10";"226";"";"";"";"";" "
"437092";"16";"7";"1752";"292";"Adrian";"";"";"Cornelis";"Schelling";"Afgaar til skipper";"Daler";"3";"";"";"";"";"Daler";"80";"Skilling";"6";"";"";"Daler";"77";"Skilling";"6";"";"";"Daler";"81";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"15-04-10";"225";"";"";"";"";" "
"437340";"4";"4";"1750";"30";"Johan";"";"";"Volckertz";"Dantzig";"Gotgiøres skipper";"Daler";"9";"";"";"";"";"Daler";"229";"Skilling";"12";"";"";"Daler";"220";"Skilling";"12";"";"";"Daler";"224";"Skilling";"12";"";"";"";"";"";"";"";"VEB";"";"";"15-4-2010 11:30:02";"223";"";"";"";"";""
"437402";"4";"4";"1750";"31";"Jacob";"";"";"Dreyer";"Dantzig";"Afgaar til skipper";"Daler";"4";"";"";"";"";"Daler";"104 1/2";"Skilling";"9";"";"";"Daler";"100 1/2";"Skilling";"9";"";"";"Daler";"104 1/2";"Skilling";"12";"";"";"";"";"";"";"";"VEB";"";"";"15-4-2010 11:39:05";"223";"";"";"";"";""
"437750";"17";"9";"1758";"283";"Andreas";"";"";"Reynders";"Woudsend";"Afgaar til skipper";"Daler";"4";"Skilling";"18";"";"";"Daler";"111";"Skilling";"24";"";"";"Daler";"107";"Skilling";"6";"";"";"Daler";"111";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"15-4-2010 12:29:47";"230";"";"";"";"";""
"437885";"8";"9";"1751";"427";"Tietje";"";"";"Jacobs";"Makum";"Gotgiøres skipper";"Daler";"4";"";"";"";"";"Daler";"100 1/2";"Skilling";"18";"";"";"Daler";"96 1/2";"Skilling";"18";"";"";"Daler";"100 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"15-04-10";"224";"";"";"";"";" "
"438406";"20";"9";"1751";"448";"Sybrand";"";"";"Fockes";"Workum";"Gotgiøres skipper";"Daler";"1 1/2";"";"";"";"";"Daler";"39 1/2";"";"";"";"";"Daler";"38";"";"";"";"";"Daler";"42";"";"";"";"";"";"";"";"";"";"";"";"";"15-04-10";"224";"";"";"";"";" "
"439673";"23";"7";"1752";"320";"Petter";"";"";"Jantzen";"Amsterdam";"Afgaar til skipper";"Daler";"2";"";"";"";"";"Daler";"50";"Skilling";"12";"";"";"Daler";"48";"Skilling";"12";"";"";"Daler";"52";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"16-04-10";"225";"";"";"";"";" "
"439981";"1";"5";"1752";"49";"Stephen";"";"";"Backer";"London";"Afgaar for skipper";"Daler";"6 1/2";"Skilling";"3";"";"";"Daler";"166 1/2";"Skilling";"15";"";"";"Daler";"160";"Skilling";"12";"";"";"Daler";"164";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"16-04-10";"224";"";"";"";"";" "
"441528";"30";"7";"1750";"271";"Bastian";"";"";"Bicker";"Amsterdam";"Gotgiøres skipper";"Daler";"3";"Skilling";"12";"";"";"Daler";"86 1/2";"Skilling";"6";"";"";"Daler";"83";"Skilling";"18";"";"";"Daler";"87";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"16-4-2010 16:16:08";"223";"";"";"";"";""
"441727";"25";"6";"1751";"308";"Claus";"";"";"Swemmer";"Medemblik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"4";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"19-4-2010 8:33:21";"223";"";"";"";"";""
"442738";"24";"10";"1767";"472";"Jan";"";"";"Grindet";"Dockum";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"7";"Skilling";"4";"";"";"";"";"";"";"";"";"";"";"19-4-2010 11:41:15";"239";"";"";"";"";""
"442812";"26";"10";"1767";"474";"Ysbrand";"";"";"Poo";"Vlieland";"Føring";"Daler";"2 1/2";"";"";"";"";"Daler";"65";"Skilling";"12";"";"";"Daler";"62 1/2";"Skilling";"12";"";"";"Daler";"66 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"19-4-2010 11:50:56";"239";"";"";"";"";""
"442911";"30";"6";"1753";"230";"Johannes";"";"";"Feyckes";"Wartena";"Af nyder skipper";"Daler";"1 1/2";"Skilling";"13";"";"";"Daler";"47";"Skilling";"19";"";"";"Daler";"45 1/2";"Skilling";"6";"";"";"Daler";"49 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"19-04-10";"225";"";"";"";"";" "
"444777";"1";"12";"1753";"597";"Wiibe";"";"";"Jantsen";"Amsterdam";"Gotgiøres skipper";"Daler";"3";"Skilling";"6";"";"";"Daler";"82";"Skilling";"42";"";"";"Daler";"79";"Skilling";"36";"";"";"Daler";"83 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"20-04-10";"225";"";"";"";"";" "
"445237";"3";"8";"1753";"313";"Jan";"";"";"Gerrits";"Embden";"Afgaar til skipper";"Daler";"1";"Skilling";"21";"";"";"Daler";"38 1/2";"Skilling";"21";"";"";"Daler";"37 1/2";"";"";"";"";"Daler";"41 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-04-10";"225";"";"";"";"";" "
"445726";"20";"9";"1751";"442";"Walle";"";"";"Holles";"De Lemmer";"Afgaar for skipper";"Daler";"2";"";"";"";"";"Daler";"53 1/2";"";"";"";"";"Daler";"51 1/2";"";"";"";"";"Daler";"55 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-4-2010 11:35:51";"223";"";"";"";"";""
"446562";"26";"8";"1753";"363";"Boote";"";"";"Jacobs";"Dockum";"Afgaar til skipper";"Daler";"1";"Skilling";"18";"";"";"Daler";"37";"Skilling";"42";"";"";"Daler";"36 1/2";"";"";"";"";"Daler";"40 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"20-04-10";"225";"";"";"";"";" "
"448848";"3";"4";"1752";"12";"Reyerd";"";"";"Thiessen";"Heereveen";"Gotgiøres skipper";"Daler";"1 1/2";"";"";"";"";"Daler";"37 1/2";"";"";"";"";"Daler";"36";"";"";"";"";"Daler";"40";"";"";"";"";"";"";"";"";"";"";"";"";"21-04-10";"224";"";"";"";"";" "
"449497";"29";"9";"1753";"460";"Claes Cornelis";"";"";"Svan";"Amsterdam";"Af nyder skipper";"Daler";"10";"Skilling";"34";"";"";"Daler";"270";"Skilling";"4";"";"";"Daler";"259";"Skilling";"18";"";"";"Daler";"263";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"21-04-10";"225";"";"";"";"";" "
"449946";"26";"5";"1756";"32";"Liewe";"";"";"Obbes";"Schelling";"Gotgiøres skipper";"Daler";"5";"Skilling";"21";"";"";"Daler";"138 1/2";"Skilling";"21";"";"";"Daler";"139 1/2";"";"";"";"";"Daler";"137 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"21-04-10";"228";"";"";"";"";" "
"450600";"2";"11";"1751";"538";"Syble";"";"";"Ewes";"Coudum";"Afgaar for skipper";"Daler";"2";"Skilling";"17";"";"";"Daler";"62";"Skilling";"11";"";"";"Daler";"59 1/2";"Skilling";"18";"";"";"Daler";"63 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"22-4-2010 8:57:33";"223";"";"";"";"";""
"451164";"13";"10";"1753";"527";"Friderich";"";"";"Friderichs";"Embden";"Afgaar til skipper";"Daler";"2";"Skilling";"39";"";"";"Daler";"70";"Skilling";"21";"";"";"Daler";"67";"Skilling";"30";"";"";"Daler";"71 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"22-04-10";"225";"";"";"";"";" "
"451370";"18";"10";"1753";"539";"Jan Cornelis";"";"";"Jongeboer";"Schell.";"Afgaar til skipper";"Daler";"7";"Skilling";"6";"";"";"Daler";"180 1/2";"";"";"";"";"Daler";"173";"Skilling";"18";"";"";"Daler";"177";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"22-04-10";"225";"";"";"";"";" "
"451698";"12";"9";"1752";"473";"Charle";"";"";"Hettes";"London";"Nyder skipper";"Daler";"6";"Skilling";"36";"";"";"Daler";"172";"";"";"";"";"Daler";"165";"Skilling";"12";"";"";"Daler";"169";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"22-04-10";"225";"";"";"";"";" "
"451863";"24";"10";"1753";"557";"Jelle";"";"";"Gauckes";"Heereween";"Af nyder skipper";"Daler";"3";"Skilling";"8";"";"";"Daler";"83";"Skilling";"32";"";"";"Daler";"80 1/2";"";"";"";"";"Daler";"84 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"22-04-10";"225";"";"";"";"";" "
"452322";"28";"4";"1758";"32";"Johan";"";"";"Mencke";"Bremen";"Gotgiøres skipper";"Daler";"1";"Skilling";"4";"";"";"Daler";"29";"Skilling";"34";"";"";"Daler";"28";"Skilling";"30";"";"";"Daler";"32 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"22-4-2010 13:44:13";"230";"";"";"";"";""
"452368";"22";"6";"1756";"80";"Sistze";"";"";"Rinckes";"Vriesland";"Gotgiøres skipper";"Daler";"1";"Skilling";"2";"";"";"Daler";"29";"Skilling";"32";"";"";"Daler";"28 1/2";"Skilling";"6";"";"";"Daler";"32 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"22-04-10";"228";"";"";"";"";" "
"453778";"17";"4";"1753";"44";"Reyndert";"";"";"Abas";"Dorth";"Afgaar til skipper";"Daler";"2";"Skilling";"7";"";"";"Daler";"57";"Skilling";"31";"";"";"Daler";"55 1/2";"";"";"";"";"Daler";"59 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"23-04-10";"225";"";"";"";"";" "
"453904";"8";"5";"1753";"54";"Tierd";"";"";"Janssen";"D. Lemmer";"Gotgiøres skipper";"Daler";"1";"Skilling";"44";"";"";"Daler";"49";"Skilling";"14";"";"";"Daler";"47";"Skilling";"18";"";"";"Daler";"51";"Skilling";"18";"";"";"";"";"";"";"";"Stuk Deense tekst";"";"";"23-04-10";"225";"";"";"";"";" "
"453937";"3";"8";"1745";"185";"Jeltie";"";"";"Reinties";"Woudsend";"Gotgiøres skipper";"Daler";"2";"";"";"";"";"Daler";"55";"";"";"";"";"Daler";"53";"";"";"";"";"Daler";"57";"";"";"";"";"";"";"";"";"";"";"";"";"23-4-2010 9:51:16";"215";"";"";"";"";""
"454172";"29";"4";"1752";"91";"Gercke";"";"";"Annes";"Stavern";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"14 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"23-04-10";"224";"";"";"";"";" "
"454897";"10";"9";"1756";"268";"Clas";"";"";"Hemper";"Ams.";"Gotgiøres skipper";"Daler";"7";"Skilling";"2";"";"";"Daler";"175 1/2";"Skilling";"2";"";"";"Daler";"168 1/2";"";"";"";"";"Daler";"172 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"23-04-10";"228";"";"";"";"";" "
"454979";"14";"9";"1756";"275";"Atle";"";"";"Hessels";"Woudsend";"Gotgiøres skipper";"Daler";"3 1/2";"";"";"";"";"Daler";"91";"Skilling";"11";"";"";"Daler";"87 1/2";"Skilling";"12";"";"";"Daler";"91 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"23-04-10";"228";"";"";"";"";" "
"455562";"28";"4";"1744";"36";"Rolof";"";"";"Rolofsen";"Bremen";"Gotgiøres skipper";"Daler";"2";"";"";"";"";"Daler";"54 1/2";"Skilling";"22";"";"";"Daler";"52 1/2";"Skilling";"22";"";"";"Daler";"57";"";"";"";"";"";"";"";"";"";"";"";"";"23-04-10";"214";"";"";"";"";" "
"455791";"15";"10";"1756";"339";"Claes";"Piers";"";"Bock";"Workum";"Gotgiøres skipper";"Daler";"4";"";"";"";"";"Daler";"1001";"Skilling";"18";"";"";"Daler";"96";"Skilling";"18";"";"";"Daler";"101";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"23-04-10";"228";"";"";"";"";" "
"455838";"1";"12";"1753";"197";"Harman";"";"";"Mensing";"Bremen";"Gotgiøres skipper";"Daler";"1";"Skilling";"7";"";"";"Daler";"29";"Skilling";"43";"";"";"Daler";"28";"Skilling";"36";"";"";"Daler";"32 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"23-04-10";"225";"";"";"";"";" "
"456239";"7";"5";"1752";"124";"Jan Minne";"";"";"Doues";"Ameland";"Gotgiøres skipper";"Daler";"3";"Skilling";"25";"";"";"Daler";"92";"Skilling";"37";"";"";"Daler";"89";"Skilling";"12";"";"";"Daler";"93 1/4";"";"";"";"";"";"";"";"";"";"";"";"";"26-04-10";"224";"";"";"";"";" "
"456251";"19";"7";"1753";"242";"Cornelis";"";"";"Engels";"Dockum";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"20";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"26-04-10";"225";"";"";"";"";" "
"456276";"20";"7";"1753";"244";"Jan";"Pieters";"";"Ebbes";"Wousend";"Gotgiøres skipper";"Daler";"2 1/2";"Skilling";"3";"";"";"Daler";"64 1/2";"Skilling";"3";"";"";"Daler";"62";"";"";"";"";"Daler";"66";"";"";"";"";"";"";"";"";"";"";"";"";"26-04-10";"225";"";"";"";"";" "
"456549";"28";"9";"1745";"275";"Goffe";"";"";"Hessels";"Amsterdam";"Skipper føring";"Daler";"4";"Skilling";"3";"";"";"Daler";"104";"Skilling";"21";"";"";"Daler";"100";"Skilling";"18";"";"";"Daler";"104";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"26-4-2010 10:06:12";"215";"";"";"";"";""
"456655";"28";"9";"1745";"279";"Jan";"";"";"Ulbes";"Lemmer";"Skipper føring";"Daler";"2 1/2";"";"";"";"";"Daler";"63";"";"";"";"";"Daler";"60 1/2";"";"";"";"";"Daler";"64 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"26-4-2010 10:22:19";"215";"";"";"";"";""
"457070";"15";"8";"1753";"300";"Wiebe";"";"";"Backer";"Mackum";"Gotgiøres skipper";"Daler";"4";"Skilling";"10";"";"";"Daler";"108 1/2";"Skilling";"22";"";"";"Daler";"104 1/2";"Skilling";"12";"";"";"Daler";"108 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"26-04-10";"225";"";"";"";"";" "
"457275";"2";"8";"1751";"223";"John";"";"";"Craig";"London";"Gotgiøres skipper";"Daler";"8 1/2";"Skilling";"6";"";"";"Daler";"217 1/2";"Skilling";"12";"";"";"Daler";"209";"Skilling";"6";"";"";"Daler";"213";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"26-4-2010 11:52:08";"223";"";"";"";"";""
"457283";"6";"8";"1752";"375";"Cornelis";"";"";"Coster";"Amsterdam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"14 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"26-04-10";"225";"";"";"";"";" "
"457395";"29";"8";"1753";"323";"Siepke";"";"";"Jacobs";"Der Schelling";"Gotgiøres skipper";"Daler";"2 1/2";"Skilling";"6";"";"";"Daler";"67";"Skilling";"12";"";"";"Daler";"64 1/2";"Skilling";"6";"";"";"Daler";"68 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"26-04-10";"225";"";"";"";"";" "
"457562";"13";"7";"1750";"219";"Simon";"";"";"Jantzen";"Flensborg";"Afgaar til skipper";"Daler";"2";"Skilling";"2";"";"";"Daler";"51";"Skilling";"32";"";"";"Daler";"49";"Skilling";"30";"";"";"Daler";"53 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"26-4-2010 13:14:23";"223";"";"";"";"";""
"458001";"27";"9";"1753";"370";"Jan Minne";"";"";"Douwes";"Amsterdam";"Gotgiøres skipper";"Daler";"6";"Skilling";"18";"";"";"Daler";"161 1/2";"Skilling";"6";"";"";"Daler";"155";"Skilling";"12";"";"";"Daler";"159";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"26-04-10";"225";"";"";"";"";" "
"458388";"23";"10";"1750";"177";"Gottfried";"";"";"Beginsky";"Dantzig";"Gotgiøres skipper";"Daler";"6";"Skilling";"3";"";"";"Daler";"154";"Skilling";"27";"";"";"Daler";"148";"Skilling";"24";"";"";"Rosenobel";"1";"Daler";"153";"";"";"";"";"";"";"";"VEL";"";"";"26-4-2010 15:27:16";"223";"";"";"";"";""
"458787";"18";"8";"1752";"418";"Cornelis";"";"";"Wetschoen";"D. Schelling";"Afgaar til skipper";"Daler";"3";"";"";"";"";"Daler";"77 1/2";"";"";"";"";"Daler";"74 1/2";"";"";"";"";"Daler";"78 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"27-04-10";"225";"";"";"";"";" "
"460076";"12";"4";"1748";"6";"Hinrich";"";"";"Brinckman";"Bremen";"Afgaar skipper føring";"Daler";"1";"Skilling";"3";"";"";"Daler";"31";"Skilling";"15";"";"";"Daler";"30";"Skilling";"12";"";"";"Daler";"34";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"27-04-10";"219";"";"";"";"";" "
"460083";"28";"8";"1751";"306";"William";"";"";"Dobson";"London";"Afgaar for skipper";"Daler";"1";"Skilling";"12";"";"";"Daler";"33";"Skilling";"18";"";"";"Daler";"32";"Skilling";"6";"";"";"Daler";"36";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"27-4-2010 11:43:04";"223";"";"";"";"";""
"460592";"18";"7";"1754";"214";"Dirck";"";"";"Jansen";"Wousend";"Føring";"Daler";"2 1/2";"Skilling";"11";"";"";"Daler";"71 1/2";"Skilling";"5";"";"";"Daler";"68 1/2";"Skilling";"18";"";"";"Daler";"72 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"27-04-10";"227";"";"";"";"";" "
"461970";"21";"4";"1753";"44";"Peter";"";"";"Matthysen";"Harlingen";"Gotgiøres skipper";"Daler";"3 1/2";"Skilling";"18";"";"";"Daler";"98";"";"";"";"";"Daler";"94";"Skilling";"6";"";"";"Daler";"98";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"28-04-10";"225";"";"";"";"";" "
"462067";"23";"8";"1752";"442";"Hendrich";"";"";"Minnes";"Wousend";"";"";"";"";"";"";"";"Daler";"13";"";"";"";"";"";"";"";"";"";"";"Daler";"17";"";"";"";"";"";"";"";"";"";"";"";"";"28-04-10";"225";"";"";"";"";" "
"462165";"21";"10";"1756";"363";"Bertel Friderich";"";"";"Stiemer";"Embden";"Gotgiøres skipper";"Daler";"3 1/2";"Skilling";"6";"";"";"Daler";"94";"Skilling";"18";"";"";"Daler";"90 1/2";"Skilling";"12";"";"";"Daler";"94 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"28-04-10";"228";"";"";"";"";" "
"462487";"24";"6";"1758";"87";"Jeltie";"";"";"Tiebbes";"D. Henne";"Afgaar til skipper";"Daler";"4 1/2";"";"";"";"";"Daler";"113";"Skilling";"6";"";"";"Daler";"108 1/2";"Skilling";"6";"";"";"Daler";"112 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"28-4-2010 9:47:59";"230";"";"";"";"";""
"462676";"16";"11";"1756";"391";"Jan Cornellis";"";"";"Pauw";"Warder";"Gotgiøres skipper";"Daler";"4 1/2";"";"";"";"";"Daler";"114";"Skilling";"12";"";"";"Daler";"109 1/2";"Skilling";"12";"";"";"Daler";"113 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"28-04-10";"228";"";"";"";"";" "
"463331";"18";"5";"1753";"87";"Wiebe";"";"";"Backer";"Mackum";"Afgaar for skipper";"Daler";"5";"";"";"";"";"Daler";"128";"Skilling";"18";"";"";"Daler";"123";"Skilling";"18";"";"";"Daler";"127";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"28-04-10";"225";"";"";"";"";" "
"463724";"10";"8";"1748";"60";"Reyn";"Pieters";"";"Coll";"Sneek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"19";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"28-04-10";"219";"";"";"";"";" "
"464540";"8";"5";"1756";"51";"Jacob";"";"";"Roloffs";"Bremen";"Gotgiøres skipper";"Daler";"2";"Skilling";"2";"";"";"Daler";"54";"Skilling";"8";"";"";"Daler";"52";"Skilling";"6";"";"";"Daler";"56";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"28-04-10";"228";"";"";"";"";" "
"467061";"5";"7";"1750";"201";"John";"";"";"Cray";"London";"Afgaar til skipper";"Daler";"7";"Skilling";"2";"";"";"Daler";"180";"Skilling";"14";"";"";"Daler";"173";"Skilling";"12";"";"";"Daler";"177";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"29-4-2010 16:13:35";"223";"";"";"";"";""
"468358";"25";"9";"1744";"329";"Herman";"";"";"Douves";"Amsterdam";"Gotgiøres skipper";"Daler";"1";"";"";"";"";"Daler";"46";"Skilling";"34";"";"";"Daler";"45";"";"";"";"";"Daler";"49";"";"";"";"";"";"";"";"";"";"";"";"";"03-05-10";"214";"";"";"";"";" "
"468696";"1";"10";"1744";"350";"Wiibe";"";"";"Jantzen";"Amsterdam";"Afgaar for skipper";"Daler";"1";"";"";"";"";"Daler";"25 1/2";"";"";"";"";"Daler";"24 1/2";"";"";"";"";"Daler";"28 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"03-05-10";"214";"";"";"";"";" "
"468880";"19";"11";"1745";"142";"Frantz";"";"";"Hillers";"Bremen";"Gotgiøres skipper";"Daler";"2";"Skilling";"2";"";"";"Daler";"51";"Skilling";"26";"";"";"Daler";"49 1/2";"";"";"";"";"Daler";"53 1/2";"";"";"";"";"";"";"";"";"";"Stuk Deense tekst, van Deurs";"";"";"3-5-2010 14:28:32";"215";"";"";"";"";""
"468903";"15";"10";"1744";"370";"Cornelis";"";"";"Jellis";"Amelandt";"Skipper føring";"Daler";"5 1/2";"";"";"";"";"Daler";"140";"Skilling";"18";"";"";"Daler";"134 1/2";"Skilling";"18";"";"";"Daler";"138 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"03-05-10";"214";"";"";"";"";" "
"469313";"13";"8";"1761";"166";"Jacob";"";"";"Sperwin";"Kønigsberg";"Føring";"Daler";"3";"Skilling";"6";"";"";"Daler";"79";"Skilling";"30";"";"";"Daler";"76";"Skilling";"24";"";"";"Rosenobel";"1";"Daler";"81";"";"";"";"";"";"";"";"";"";"";"03-05-10";"233";"";"";"";"";" "
"469333";"8";"11";"1744";"405";"Liewe";"";"";"Obes";"D' Schelling";"Afgaar skipper føring";"Daler";"3";"Skilling";"10";"";"";"Daler";"84 1/2";"Skilling";"22";"";"";"Daler";"81 1/2";"Skilling";"12";"";"";"Daler";"85 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"03-05-10";"214";"";"";"";"";" "
"469508";"4";"12";"1744";"413";"Godse";"";"";"Euwes";"D' Lemmer";"Afgaar for skipper";"Daler";"1";"Skilling";"7";"";"";"Daler";"34 1/2";"Skilling";"19";"";"";"Daler";"33 1/2";"Skilling";"12";"";"";"Daler";"37 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"04-05-10";"214";"";"";"";"";" "
"469522";"4";"12";"1744";"414";"Peder";"";"";"Feykes";"Warga";"Nyder skipper";"Daler";"1";"";"";"";"";"Daler";"29 1/2";"Skilling";"6";"";"";"Daler";"28 1/2";"Skilling";"6";"";"";"Daler";"32 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"04-05-10";"214";"";"";"";"";" "
"469577";"16";"8";"1761";"169";"Ludviig";"";"";"Jurians";"Dantzig";"";"";"";"";"";"";"";"Daler";"22";"Skilling";"12";"";"";"";"";"";"";"";"";"Rosenobel";"1";"Daler";"26 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"04-05-10";"233";"";"";"";"";" "
